name,version,type,licenses,supplier,properties
matches,0.1.9,library,MIT,Organization: crates,"BlackDuck-Component: c113f2d2-4b25-4b50-9f14-fb8a615ae57a, BlackDuck-ComponentVersion: 1a190fe8-6102-4099-bcc7-7af6ba0bd485, BlackDuck-ComponentOrigin: bab705fd-d481-491d-9f81-0df0c1196b7b"
mbed TLS,3.1.0,library,Apache-2.0,Organization: github,"BlackDuck-Component: 98e2dba0-77c4-402f-96f3-ceb702a6e6e7, BlackDuck-ComponentVersion: 621957a4-8126-4c96-8eff-90fc0860d8f8, BlackDuck-ComponentOrigin: d198261a-e988-44a3-bcb3-6ac477719d68"
memfd,0.6.2,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 34b7dcc0-70e9-46c0-8970-f0ebb779ca15, BlackDuck-ComponentVersion: 2ec53a1e-82c3-43aa-b9fb-4afa13b1132a, BlackDuck-ComponentOrigin: 95685717-037f-416a-b0b2-6625a45d8abe"
mgeisler/textwrap,0.11.0,library,MIT,Organization: crates,"BlackDuck-Component: 86a533be-3968-474e-9cf2-53ed4cd5cde6, BlackDuck-ComponentVersion: 6388c0de-6bc8-4f05-bb23-bcf49ebb7afb, BlackDuck-ComponentOrigin: ce7f1738-8be5-4be3-a9ec-db0bc4a6f999"
mgeisler/textwrap,0.15.0,library,MIT,Organization: crates,"BlackDuck-Component: 86a533be-3968-474e-9cf2-53ed4cd5cde6, BlackDuck-ComponentVersion: 866832bf-12a8-44c5-b20f-4923dc1675f9, BlackDuck-ComponentOrigin: 782d9775-0c12-43fa-9432-5ac837d3feac"
minimal-lexical,0.2.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 563e8c52-5c9e-4403-ba70-556be80921ca, BlackDuck-ComponentVersion: b5e3c147-96ca-475e-8793-4d3e0150e75a, BlackDuck-ComponentOrigin: a2330733-226f-441c-9e66-16cec81dd780"
miniz_oxide,0.5.4,library,"Apache-2.0, MIT, Zlib",Organization: crates,"BlackDuck-Component: 724fa275-6284-4be2-903c-804ddf7ba869, BlackDuck-ComponentVersion: f9a79a37-8530-49a3-9b2c-e62261f93eb1, BlackDuck-ComponentOrigin: 2bceb2f1-a8d2-48c6-9b54-f467b055114c"
mitsuhiko/rust-sha1,0.6.0,library,BSD-3-Clause,Organization: crates,"BlackDuck-Component: b455f0f1-fb38-408b-9057-eb91fbe138d9, BlackDuck-ComponentVersion: added3fd-977a-4434-bea9-591e52f04cfb, BlackDuck-ComponentOrigin: ceb916d2-fb3b-4ef7-9b3c-a6a96ebb22a5"
Mockito_,2.18.3,library,MIT,Organization: maven,"BlackDuck-Component: 9ff239a9-a142-4ebc-b3b3-3c1185d39566, BlackDuck-ComponentVersion: 6773ffd7-fbc8-4c6f-9cd0-7917916e7585, BlackDuck-ComponentOrigin: 22c3d98f-41bc-4750-8051-83577b756fdd"
Mockito_,3.12.4,library,MIT,Organization: maven,"BlackDuck-Component: 9ff239a9-a142-4ebc-b3b3-3c1185d39566, BlackDuck-ComponentVersion: 360bdde2-33ea-4305-b185-eb80355ab5f6, BlackDuck-ComponentOrigin: ac868901-4383-43dd-96b5-e08542fdf3bf"
mockito-junit-jupiter,3.12.4,library,MIT,Organization: maven,"BlackDuck-Component: cc4b382e-51f9-465c-9028-f0b2c64b787e, BlackDuck-ComponentVersion: 381e27a3-cecc-46d6-a3ec-721b39ef065d, BlackDuck-ComponentOrigin: 9f650eea-136d-4f8a-a73b-37205132892c"
Mosquitto,2.0.14,library,None,Organization: fedora,"BlackDuck-Component: 04ff50ba-ce9d-4550-8f05-1d3fd322e03d, BlackDuck-ComponentVersion: a739d7ef-f56b-4149-bf25-5b1dcf4d98dd, BlackDuck-ComponentOrigin: d7afcc1f-9216-4ae8-84fb-451ab6675002"
mvdnes/spin-rs,0.5.2,library,MIT,Organization: crates,"BlackDuck-Component: 134b6c41-532b-4150-a3cb-de4ccccb7d2e, BlackDuck-ComponentVersion: 94c15649-e49b-43d1-8bfd-e22f782cc11e, BlackDuck-ComponentOrigin: 9cd46c25-ab16-4f75-a96c-773857ca4340"
mvdnes/spin-rs,0.9.4,library,MIT,Organization: crates,"BlackDuck-Component: 134b6c41-532b-4150-a3cb-de4ccccb7d2e, BlackDuck-ComponentVersion: 0b367a6b-cfca-4b3e-8c6c-341b14712238, BlackDuck-ComponentOrigin: 9421aa6d-dded-40dd-9275-6258f53762b8"
nanoid,0.4.0,library,MIT,Organization: crates,"BlackDuck-Component: 40f255bb-e248-4a37-905b-a6da66faa5ed, BlackDuck-ComponentVersion: 1c2ca331-ee8b-4567-b0c5-368d06fdf5ec, BlackDuck-ComponentOrigin: 87205a1d-be27-49d7-b067-3602d72067ba"
nanorand,0.6.1,library,Zlib,Organization: crates,"BlackDuck-Component: 0d00df51-b97f-46df-b531-ddc283d273d1, BlackDuck-ComponentVersion: 145ef7d1-119f-40d7-8a4f-ece4d30f1f2f, BlackDuck-ComponentOrigin: bcdf90ab-e819-4e32-a113-60bb4587d07b"
Native Image Base,Unknown,library,GPL-2.0-with-classpath-exception,"",BlackDuck-Component: b15277fd-7114-4453-a071-5394ca388ea5
ndparker/rcssmin,1.0.5,library,Apache-2.0,Organization: github,"BlackDuck-Component: 3ed5a3b8-40ed-4eb9-857b-63951c45041c, BlackDuck-ComponentVersion: 2c9ffb0e-d061-4901-b3e7-8cd2c42dce3d, BlackDuck-ComponentOrigin: 3be4abb6-22e5-40f9-9ab0-080489a120dc"
Netty/TomcatNative [OpenSSL - Dynamic],2.0.29.Final,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 94962c41-285c-45dd-a98b-7e34abe21d60, BlackDuck-ComponentVersion: 0a84c653-698c-4ae1-b3f5-c6d6320234f6, BlackDuck-ComponentOrigin: 6d9bc12c-f0c0-4e49-b02f-4c21b8934789"
Netty/Transport/Native/Unix/Common,4.1.48.Final,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 1cb09fd1-4c1d-45f5-937a-193e8acbfb88, BlackDuck-ComponentVersion: 51b6aa89-5636-44be-9a75-e424a849c13b, BlackDuck-ComponentOrigin: 55c6bf46-6ad6-4734-b8f4-25c6f4cba902"
Ning-compress-LZF,1.0.3,library,Apache-2.0,Organization: maven,"BlackDuck-Component: b6e6c5c4-b9ff-4afb-bf94-c18b7385ce0e, BlackDuck-ComponentVersion: 159e233d-7819-4e84-a256-cb01cf99f2d0, BlackDuck-ComponentOrigin: a577481c-fce3-4615-a321-ba3487cbc03f"
northstar,0.7.0,library,Apache-2.0,Organization: crates,"BlackDuck-Component: cc40c36b-3b09-481c-a7d0-c9f1cbf27f5b, BlackDuck-ComponentVersion: 6ac847d3-77ef-4e54-ab29-f96083e1aba3, BlackDuck-ComponentOrigin: 37397751-4d72-48f2-9d5b-a1da53475285"
northstar-runtime,0.7.0,library,Apache-2.0,Organization: crates,"BlackDuck-Component: 4b05a400-102f-4027-8f7b-8590a782950c, BlackDuck-ComponentVersion: 568ae84e-5c74-4e69-8101-3e3eb651e801, BlackDuck-ComponentOrigin: adc7c778-8930-4714-8e7d-14fec879a8cc"
num-integer,0.1.44,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 2760cf42-3e7d-47f1-96aa-60b394a068cc, BlackDuck-ComponentVersion: 54101426-6b0d-4f1d-b4a7-5305ed3bdfbf, BlackDuck-ComponentOrigin: 790341ff-689b-4c6f-9e15-7f8d6b1709b1"
Objectfile,Unknown,library,GPL-2.0-with-classpath-exception,"",BlackDuck-Component: 2f67c9e0-34a1-4951-90c1-2c84c9f48adf
object-rs,0.29.0,library,Apache-2.0,Organization: crates,"BlackDuck-Component: 9846f467-5046-47ae-a6cb-355ec11131b5, BlackDuck-ComponentVersion: 1b05089b-4182-4327-ba24-cf395fbc2909, BlackDuck-ComponentOrigin: 133bce82-6caa-40b4-aec8-29b3b21c1168"
objenesis,2.6,library,Apache-2.0,Organization: maven,"BlackDuck-Component: ab306420-9bf1-4fd2-aec2-28d08bb81a4b, BlackDuck-ComponentVersion: 454e7b07-36e5-439c-b762-5feab5869300, BlackDuck-ComponentOrigin: 6e45fa8c-cda2-4a48-9f99-0125c556973c"
objenesis,3.3,library,Apache-2.0,Organization: maven,"BlackDuck-Component: ab306420-9bf1-4fd2-aec2-28d08bb81a4b, BlackDuck-ComponentVersion: e8d266eb-6ca1-4ae2-83fc-29f9ed638d15, BlackDuck-ComponentOrigin: 65cfdff1-3002-4962-8d4b-cc96b570698b"
opaque-debug,0.3.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 1404e99b-91bc-44a0-9fe3-18878adfa738, BlackDuck-ComponentVersion: 02294cbd-aa17-4b18-a718-bdf40b0ca10b, BlackDuck-ComponentOrigin: 4621e22f-4390-49c8-a273-acedfacbedb2"
OpenJDK,Unknown,library,GPL-2.0-with-classpath-exception,"",BlackDuck-Component: 324fb534-b708-4c94-95d0-25335b546471
openssl-src,111.20.0+1.1.1o,library,"Apache-2.0, MIT","","BlackDuck-Component: b131ff48-84ba-45b6-b152-a792081e5c38, BlackDuck-ComponentVersion: 2aa8a0dd-6bac-4345-ac5d-ad67811dc2fc"
org.conscrypt:conscrypt-openjdk-uber,1.3.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 950651bc-983a-4f3a-aab4-32e3ab47533b, BlackDuck-ComponentVersion: ae8d9ec1-17df-4d26-8285-29ca78e6d5cc, BlackDuck-ComponentOrigin: 3bac858d-a5cf-49c4-b2a5-2cd287f744cb"
Org.eclipse.paho.client.mqttv3,Unknown,library,"None, EPL-1.0","",BlackDuck-Component: 84fad41e-a927-4ff1-be64-47c201409e92
org.jetbrains.kotlin:kotlin-stdlib-jdk7,1.7.20,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 3e4fc317-4982-4a0a-a98a-1d5e937b05ac, BlackDuck-ComponentVersion: 7001abff-1cbc-43c7-bf9a-0c9a9fbb7a96, BlackDuck-ComponentOrigin: 231039dd-10d4-4139-9d00-f7371f418846"
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.7.20,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 01443f31-8c0a-40a2-8fbf-213c8e786ca6, BlackDuck-ComponentVersion: 85019320-383c-4035-86d8-d9b3c0ee4739, BlackDuck-ComponentOrigin: e593868a-9a44-460e-b3c1-6407fbc93548"
org.jetbrains.kotlinx:kotlinx-metadata-jvm,0.5.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 4e5ef69a-9c6c-4fe3-b86a-35e2969e94fa, BlackDuck-ComponentVersion: 4da9a115-5d6d-47b0-a17e-447f33cc6db1, BlackDuck-ComponentOrigin: d8747146-351f-4b96-9cd9-836ed968aede"
org.junit.jupiter:junit-jupiter-api,5.9.1,library,EPL-2.0,Organization: maven,"BlackDuck-Component: 5215145d-af3c-49be-843e-c91f6a31fad2, BlackDuck-ComponentVersion: 5d123167-8535-4911-875f-54c519adb729, BlackDuck-ComponentOrigin: ed9dbbc3-9177-4621-bceb-0330c7d7672d"
org.junit.jupiter:junit-jupiter-engine,5.9.1,library,EPL-2.0,Organization: maven,"BlackDuck-Component: e5acb76f-6a17-4dd6-9480-303f19d5f184, BlackDuck-ComponentVersion: aff3ba29-03a4-43b6-a946-7be3e75e29f3, BlackDuck-ComponentOrigin: b60488b3-5072-43de-80c2-b246708befc1"
org.junit.jupiter:junit-jupiter-migrationsupport,5.9.1,library,EPL-2.0,Organization: maven,"BlackDuck-Component: f8378b1c-b78b-4c90-8b36-376a1d458c16, BlackDuck-ComponentVersion: 8e9973ea-93ce-4ccc-af8e-f76b7be0ebb7, BlackDuck-ComponentOrigin: 1ceaa2e3-3c79-4a22-8be8-7b3d791a51d9"
org.junit.jupiter:junit-jupiter-params,5.9.1,library,EPL-2.0,Organization: maven,"BlackDuck-Component: 034207a2-8f5a-463e-b9df-d0118b8d2810, BlackDuck-ComponentVersion: bd30c94c-0eac-4264-a647-f340a832b4bc, BlackDuck-ComponentOrigin: edf56fae-15cb-412d-bbc9-e3125d14dbc9"
org.junit.platform:junit-platform-commons,1.9.1,library,EPL-2.0,Organization: maven,"BlackDuck-Component: 6e9e84c9-9ff7-4fc9-b1b6-4a058cbbb574, BlackDuck-ComponentVersion: 8ea3ff91-9204-4bc6-92a7-e387fb2ff2df, BlackDuck-ComponentOrigin: 673850fd-af12-41d5-9161-7f2659219d5c"
org.junit.platform:junit-platform-console-standalone,1.9.1,library,EPL-2.0,Organization: maven,"BlackDuck-Component: 9187ab89-5484-44f2-bec3-9e7ac86fab2d, BlackDuck-ComponentVersion: 10fb91ac-f940-4ac5-a20e-58ef870f7cde, BlackDuck-ComponentOrigin: 706a016d-a97f-4dd0-9cc8-bbbd96a15294"
org.junit.platform:junit-platform-engine,1.9.1,library,EPL-2.0,Organization: maven,"BlackDuck-Component: 871977ec-f32c-408a-a000-f3a3e9387481, BlackDuck-ComponentVersion: d7837259-29a4-4377-978e-bfbf95b09b94, BlackDuck-ComponentOrigin: 39255bc7-94f7-40da-b330-0e44eef6799d"
org.junit.platform:junit-platform-launcher,1.9.1,library,EPL-2.0,Organization: maven,"BlackDuck-Component: 619f6f48-533e-451e-8fca-eb0a7fd8f936, BlackDuck-ComponentVersion: 4eb7108d-c8b6-4cb2-9031-4980c771170a, BlackDuck-ComponentOrigin: 8cbb127d-e3d0-46ee-b793-6d20605fae78"
org.junit.platform:junit-platform-runner,1.9.1,library,EPL-2.0,Organization: maven,"BlackDuck-Component: 9fe0b53d-42f7-4908-9a2d-c8335ea8d2bd, BlackDuck-ComponentVersion: c9fcf05d-7ca9-4eb6-90bd-ef2b1d08ec76, BlackDuck-ComponentOrigin: c0c981d9-6dd8-4194-b3c9-99cb4b240fe9"
org.junit.platform:junit-platform-suite-api,1.9.1,library,EPL-2.0,Organization: maven,"BlackDuck-Component: 02ec5282-d521-4b52-af36-d5f7686ea061, BlackDuck-ComponentVersion: 16be9bbe-ecdb-4ab3-b258-dbd28c5e6eee, BlackDuck-ComponentOrigin: 4b4c691a-9ec1-42c4-a005-841d6d619d8d"
org.junit.vintage:junit-vintage-engine,5.9.1,library,EPL-2.0,Organization: maven,"BlackDuck-Component: bbaf79e4-f362-486b-a5b2-3f2bad4a2d6a, BlackDuck-ComponentVersion: 951449d7-e4b7-4e63-a7d6-43492086b3fd, BlackDuck-ComponentOrigin: efea5d39-4d6e-407b-9445-27ceae6cf781"
org.opentest4j:opentest4j,1.2.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 2f390e05-556d-4001-998f-4434814e7924, BlackDuck-ComponentVersion: a192ff34-3dcf-46c4-b780-7ce7b433b4ae, BlackDuck-ComponentOrigin: 7f05b035-fa7f-4410-b8a1-dbcfbb792e94"
OW2 Consortium,1.5,library,Apache-2.0,"","BlackDuck-Component: b522ba32-f77f-4ff6-bb66-0e1ed88ee3e2, BlackDuck-ComponentVersion: 6053f734-83fb-400b-8c2c-8143cca4c2dd"
parking,2.0.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: cb747060-b0bd-450d-b49f-4bcf3f7731ef, BlackDuck-ComponentVersion: ab2fd404-7f69-4c48-8c1d-c41ad8aba6ee, BlackDuck-ComponentOrigin: 3223075c-7c4f-452e-b5fb-53b0d4c148e1"
parking_lot_core,0.8.5,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 34bb9dfd-ec51-41a3-a379-79b07579d8b3, BlackDuck-ComponentVersion: 858e7908-d35d-44e5-b111-5069d33b75ef, BlackDuck-ComponentOrigin: cd0d9ca6-f674-4da2-b191-492e53e6584f"
parking_lot_core,0.9.2,library,MIT,Organization: crates,"BlackDuck-Component: 34bb9dfd-ec51-41a3-a379-79b07579d8b3, BlackDuck-ComponentVersion: 882b9ce8-1464-4f35-b156-14d979899e26, BlackDuck-ComponentOrigin: 6e0f3ce1-36a1-4fbc-a814-4d134231f327"
PCRE,10.22,library,None,"","BlackDuck-Component: 8c9723be-a23f-4974-9645-54c471aed433, BlackDuck-ComponentVersion: 07f75986-2f22-430e-bd39-2fbcdb264a2c"
pharos,0.5.3,library,Unlicense,Organization: crates,"BlackDuck-Component: 59c6fa2d-cbf3-4de2-8f73-a1f881b02b5d, BlackDuck-ComponentVersion: 3597fb71-7a2e-4921-800c-1c7015228c9d, BlackDuck-ComponentOrigin: c8548950-3938-433e-bb58-2729a12814c7"
pin-project-lite,0.2.7,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 4cc98856-8637-4aa4-8313-d3fc2d37f22a, BlackDuck-ComponentVersion: 836997c4-2925-4d30-bcaa-eb34f4a0a443, BlackDuck-ComponentOrigin: 5d7d00ac-6454-4925-a561-1478d8fec2a6"
pkg-version,1.0.0,library,0BSD,Organization: crates,"BlackDuck-Component: 9c335c9b-85ba-4e80-9033-6fb3831302f3, BlackDuck-ComponentVersion: 39431c96-2080-4ad8-b9d1-60abdabb4efb, BlackDuck-ComponentOrigin: 108a890c-32c2-4051-ab5d-4a3fefd2aa3b"
pkg-version-impl,0.1.1,library,0BSD,Organization: crates,"BlackDuck-Component: 6d36355c-faae-4d18-92b9-55e342ee832f, BlackDuck-ComponentVersion: 4082a3f3-7a71-445e-a3d6-e0b0ac12d98c, BlackDuck-ComponentOrigin: 0821da52-c49b-4af3-b727-3eacc942e308"
platform-external-dtc,android-9.0.0_r1,library,GPL-2.0-or-later,Organization: android,"BlackDuck-Component: c9c5a045-f2a3-4ef0-94d6-475cbb9c1fbd, BlackDuck-ComponentVersion: 2b167b81-61ed-49cd-b3bd-17b4f7a725cd, BlackDuck-ComponentOrigin: c05059e3-055f-4c68-bbaa-a50685013eaa"
platform-external-kmod,android-9.0.0_r1,library,"GPL-2.0-or-later, LGPL-2.1-or-later, None",Organization: android,"BlackDuck-Component: a2ced66e-7e04-4136-a6e2-b2782e3f90ca, BlackDuck-ComponentVersion: 3dac4f2e-8d83-4c54-adf2-6acd38c48181, BlackDuck-ComponentOrigin: a620f0c9-f625-4a86-ad3e-d77690cc3f42"
platform-external-libnetfilter_conntrack,android-9.0.0_r1,library,GPL-2.0-or-later,"","BlackDuck-Component: 33e47f8a-30e8-4f5c-a40c-d9d86f54aa4c, BlackDuck-ComponentVersion: a529903b-259b-458c-9c57-76f8709122a3"
platform-external-libnfnetlink,android-9.0.0_r1,library,GPL-2.0-or-later,"","BlackDuck-Component: 9ae1ada6-95a4-4d65-aca3-ff588e217688, BlackDuck-ComponentVersion: 67eb9bbd-6ea5-4dba-bf8a-d94575284079"
platform-external-ltp,android-9.0.0_r1,library,GPL-2.0-or-later,"","BlackDuck-Component: c7e8736f-48d5-4ed0-8f52-a8d5ef8c3748, BlackDuck-ComponentVersion: aa26e9aa-4ab6-4389-b5da-c0a6147c1167"
platform-external-scapy,android-9.0.0_r1,library,GPL-2.0-or-later,"","BlackDuck-Component: 1ba862b4-3eca-4703-9428-64e96d7f968a, BlackDuck-ComponentVersion: b6b4a940-3fae-4d71-9586-3428d59355d7"
platform_frameworks_base,android-6.0.0_r1,library,Apache-2.0,Organization: github,"BlackDuck-Component: be0e5cc9-9e05-4eec-b273-7f7e377d7829, BlackDuck-ComponentVersion: b7255819-a2e1-4837-8261-425a4cbda3d8, BlackDuck-ComponentOrigin: 4f4b33d5-7d07-455c-a14d-30fdf8777710"
platform-frameworks-hardware-interfaces,android-9.0.0_r1,library,Apache-2.0,Organization: android,"BlackDuck-Component: acb8318b-657d-4ed0-be51-55b83c515b77, BlackDuck-ComponentVersion: d55ef2ff-eca7-4f9c-ad23-dcb437ce234a, BlackDuck-ComponentOrigin: bce85863-6d93-4fbc-9689-5bc15dc37a0a"
platform-frameworks-native,android-9.0.0_r1,library,Apache-2.0,Organization: android,"BlackDuck-Component: 67d5595d-5807-4ab1-b1fd-0ead614ede43, BlackDuck-ComponentVersion: 0f036704-b672-4fda-b942-5fe7d5c09a5e, BlackDuck-ComponentOrigin: d7041a3b-ba15-4c94-94dc-7e02998f553c"
platform-prebuilts-jdk-jdk8,android-9.0.0_r1,library,GPL-2.0-or-later,Organization: android,"BlackDuck-Component: a96033d1-89c7-449c-8f52-62cb24eff017, BlackDuck-ComponentVersion: 761c8d87-5c84-4f2e-a77b-254336ad3bfe, BlackDuck-ComponentOrigin: e097b7f2-c18a-4b5a-9c78-de8ba3568d8a"
platform-prebuilts-jdk-jdk9,android-9.0.0_r1,library,GPL-2.0-or-later,Organization: android,"BlackDuck-Component: b004e069-8aa5-48ab-b174-f0aea3066d11, BlackDuck-ComponentVersion: 6cd073d9-73ae-4fdb-adaf-d14cdacdb680, BlackDuck-ComponentOrigin: a383ace1-dae6-4561-84e7-1f21964193e6"
platform-system-hardware-interfaces,android-9.0.0_r1,library,Apache-2.0,Organization: android,"BlackDuck-Component: f0afd7e1-84a6-4a97-808c-760413245c13, BlackDuck-ComponentVersion: 21298ffc-5a73-4406-aef9-8dfd8354cb0d, BlackDuck-ComponentOrigin: 57352239-b81e-4396-a939-240a96f62639"
platform-system-tools-hidl,android-9.0.0_r1,library,Apache-2.0,"","BlackDuck-Component: 48f6dee6-3078-4f94-95a5-e27e42f4fa2e, BlackDuck-ComponentVersion: 2465e8cd-8450-4cde-951a-3cb2404c9f1f"
platform-tools-apkzlib,android-9.0.0_r1,library,Apache-2.0,"","BlackDuck-Component: 3cfefc84-568d-4046-bf4f-2b4c6854701c, BlackDuck-ComponentVersion: f4b12706-ada8-4afc-bc35-566fe1993cd2"
platform-tools-appbundle,android-9.0.0_r1,library,Apache-2.0,"","BlackDuck-Component: a5799c8f-7cfa-4797-85bf-e8a8d219f80c, BlackDuck-ComponentVersion: aa127953-093c-459e-b56e-f56d902d8adc"
platform-tools-metalava,android-9.0.0_r1,library,Apache-2.0,"","BlackDuck-Component: 3b4141ab-c2b3-48b8-9e96-e165fe2ee658, BlackDuck-ComponentVersion: d2b542d5-1f1e-4262-968b-9856449d76ef"
Plexus,8,library,Apache-2.0,Organization: fedora,"BlackDuck-Component: a4d33323-a5bb-4bf6-941d-4c017755301b, BlackDuck-ComponentVersion: 11ddf605-37f1-497c-bdd3-0ec9367fd92b, BlackDuck-ComponentOrigin: d3451ac1-a53c-449e-ad92-c579b7b0525b"
plexus-utils,3.4.1,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 7ff04eac-adc5-4a04-a769-cbc0c01a7ac5, BlackDuck-ComponentVersion: 4853fae8-4c14-4118-bf7c-621f7872ce13, BlackDuck-ComponentOrigin: 164f3328-dcee-445f-bc9e-9100e50afdc2"
Pointsto,Unknown,library,GPL-2.0-with-classpath-exception,"",BlackDuck-Component: e3361c43-dea2-41bd-9153-be14d30b9d52
pollster,0.2.5,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 08edfafd-0e8c-488b-b6e4-73924ac97a77, BlackDuck-ComponentVersion: 8b7d8a5c-51f4-4ca8-bed7-7457f75cc3bb, BlackDuck-ComponentOrigin: f963994f-441b-4f82-a2fc-589167d216b4"
ppv-lite86,0.2.15,library,MIT,Organization: crates,"BlackDuck-Component: 5e730fe2-1676-45d3-8b64-838667412ae8, BlackDuck-ComponentVersion: e24f4f60-6fb0-4601-8730-ed7fcae17550, BlackDuck-ComponentOrigin: 6ea8a32a-d654-41d2-ac64-2db663db44ad"
proc-macro-error-attr,1.0.4,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 1998759c-f45c-4d01-8e16-a2710bb939b2, BlackDuck-ComponentVersion: be725b77-bca9-4ef5-953f-236f24532aad, BlackDuck-ComponentOrigin: ea0f27c8-3efb-4def-be38-62325429ac4c"
proc-macro-hack,0.4.3,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 02fcc115-bae6-428e-a684-ae748917aadf, BlackDuck-ComponentVersion: 642099ef-1cba-4252-957e-907e6a975916, BlackDuck-ComponentOrigin: 7b082da3-d565-4403-8505-59254c798cfa"
proc-macro-hack,0.5.19,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 02fcc115-bae6-428e-a684-ae748917aadf, BlackDuck-ComponentVersion: b9297a08-ea88-4188-8a9f-a273e552347d, BlackDuck-ComponentOrigin: 76ee92dc-698f-4c01-aa46-f9de74c2553e"
proc-macro-hack-impl,0.4.3,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 88ce51f4-5d95-4d87-8e6b-fe8329573868, BlackDuck-ComponentVersion: 0cfe0f32-7a7d-489c-bbf1-154c031da97d, BlackDuck-ComponentOrigin: 8be0f2ca-e8a9-49a7-be26-e260caaa6c56"
proptest,1.0.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 8494451f-4778-4726-84af-ccc9eef66bc7, BlackDuck-ComponentVersion: 97630207-397c-470f-bfb0-a31730c472b2, BlackDuck-ComponentOrigin: 6d6a9e0c-74d8-43f2-b33b-cf2fd03a3c32"
Protobuf,3.11.0,library,BSD-3-Clause,"","BlackDuck-Component: 1ac59252-efa9-4847-adda-55c704035f0c, BlackDuck-ComponentVersion: 1da0e387-674e-4a41-8986-8e5d6b42cce0"
Protobuf/CPP,3.11.2,library,BSD-3-Clause,Organization: debian,"BlackDuck-Component: 91869f07-d1e6-4223-83ec-43ece51e795c, BlackDuck-ComponentVersion: 254f95f1-5cac-41bd-b9f4-827722ca16ee, BlackDuck-ComponentOrigin: e71f9c0d-a187-4dca-b785-8f13e9236943"
protobuf-java,2.6.1,library,BSD-3-Clause,Organization: maven,"BlackDuck-Component: e896bf6b-61ee-4ef6-bd8a-c034d78986b7, BlackDuck-ComponentVersion: 167be12b-c6f5-4066-9611-b93a037a2f63, BlackDuck-ComponentOrigin: 40402786-8b72-4253-846c-9d95409d0050"
protobuf-java,3.11.0,library,BSD-3-Clause,"","BlackDuck-Component: e896bf6b-61ee-4ef6-bd8a-c034d78986b7, BlackDuck-ComponentVersion: b065aedc-0a36-4cf1-8f41-18f8ccacb95c"
protoc,3.11.2,library,BSD-3-Clause,Organization: maven,"BlackDuck-Component: 4d5934f9-14cf-4f01-9aac-51ab22c74d18, BlackDuck-ComponentVersion: 63af8c95-5504-434c-9c5c-f160c1578a1c, BlackDuck-ComponentOrigin: 550a9cb1-f484-41af-b870-94568875465e"
Protocol Buffer JavaNano API,3.0.0-alpha-5,library,BSD-3-Clause,Organization: maven,"BlackDuck-Component: c98a8516-f18b-4305-9003-bff23b2b09f8, BlackDuck-ComponentVersion: 510e8391-b511-416e-8dc1-d062d9ce6e64, BlackDuck-ComponentOrigin: 7b1ab381-b41e-4ace-a0ee-15c23978a1ee"
pySerial,2.7,library,None,Organization: ubuntu,"BlackDuck-Component: 5126c417-c78c-41cd-b4de-8eccbf32295b, BlackDuck-ComponentVersion: 0451dfd8-b1a1-4285-82f0-8d2f255fbf1c, BlackDuck-ComponentOrigin: ff018194-c535-4383-8859-4d59c5db7217"
quarkus-mandrel,22.3.0.1_1,library,None,Organization: redhat,"BlackDuck-Component: 05b3ba7f-9112-4b11-b9c1-7574878e3f12, BlackDuck-ComponentVersion: c116cebc-46ba-4094-af1e-41ad571749f9, BlackDuck-ComponentOrigin: 7fc0f430-4bc6-41e8-b803-1576ad3fffb1"
rand_chacha,0.2.2,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: e8f7e8f6-731f-49cc-b978-dc3587a9365f, BlackDuck-ComponentVersion: 8ba99af8-e91d-45a0-9867-589427247826, BlackDuck-ComponentOrigin: 1d20238f-4bf0-467d-9e76-952e0ff5bdb1"
rand_chacha,0.3.1,library,MIT,Organization: crates,"BlackDuck-Component: e8f7e8f6-731f-49cc-b978-dc3587a9365f, BlackDuck-ComponentVersion: d2c0f064-d508-4f8e-87ca-0b4ef9eacc5b, BlackDuck-ComponentOrigin: 497ff04c-028d-4c3b-968a-b9ca77e1ee92"
