name,version,type,licenses,supplier,properties
Android - platform - prebuilts - build-tools (Custom),android-9.0.0_r1,library,GPL-3.0-or-later,"","BlackDuck-Component: 539cbc10-2855-4990-acd7-dd12fa5670bc, BlackDuck-ComponentVersion: 450a04db-fdd3-46a2-abf7-57ae46c88bad"
Android - platform - prebuilts - gcc - linux-x86 - host - x86_64-linux-glibc2.15-4.8 (Custom),android-9.0.0_r1,library,"BSD-3-Clause, GPL-2.0-or-later","","BlackDuck-Component: f26b1af5-f41d-424a-9db8-227573f82a68, BlackDuck-ComponentVersion: 625d4c2d-7155-4e57-a410-0db497f8c437"
Android - platform - prebuilts - misc,android-9.0.0_r1,library,Apache-2.0,Organization: android,"BlackDuck-Component: f6696c95-74d1-4e0f-8958-176d66d91fcd, BlackDuck-ComponentVersion: daa1fb21-ad2b-4d2c-ae44-827ef71e3780, BlackDuck-ComponentOrigin: e0e0aa42-f1fd-46c1-b255-60a9ea28f587"
Android - platform - prebuilts - sdk,android-9.0.0_r1,library,None,Organization: android,"BlackDuck-Component: 363e2815-1fca-4764-8ca1-5020da60e464, BlackDuck-ComponentVersion: 926fc23d-c370-4ee5-9422-5d8e2abe50fd, BlackDuck-ComponentOrigin: 434408ec-e0e3-4bde-b8a6-3390222664e3"
Android - platform - tools - apksig (Custom),android-9.0.0_r1,library,Apache-2.0,"","BlackDuck-Component: 34e0591e-8353-470a-9474-3abe305a37ea, BlackDuck-ComponentVersion: 05dc0597-2e7f-496b-b868-1eefbdb65fd9"
Android - platform - tools - loganalysis,android-9.0.0_r1,library,Apache-2.0,"","BlackDuck-Component: a0f9b207-54b5-49fe-abe8-e7433a771dc1, BlackDuck-ComponentVersion: 0107f0d2-a3f7-48af-8977-debdd7d1ca80"
Android SDK Platform 29,29,library,None,"","BlackDuck-Component: a672f301-8059-4cca-afab-6bc18199a3a1, BlackDuck-ComponentVersion: d49a0861-81a1-4a2f-8fc1-79dbfd0dcf24"
Android SDK Platform-Tools,30.0.4,library,None,Organization: android_sdk,"BlackDuck-Component: 3d7f7daa-c2da-4548-bca1-82c436618846, BlackDuck-ComponentVersion: b2a4239c-b4fe-4de5-829f-01c456e39776, BlackDuck-ComponentOrigin: ae7c7b55-cfb7-48e5-9292-e8b326c84300"
anyhow,1.0.66,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 6cfa09af-ac3e-4151-a745-d4fddc83af71, BlackDuck-ComponentVersion: dc7bdbaa-7faa-4ae1-8d1d-88276a4dea8d, BlackDuck-ComponentOrigin: c09f95d5-2913-4b65-9eed-8857bb36ae60"
Apache Ant,1.10.11,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 2d89e734-2ee5-401d-9f6d-adafa1452cf2, BlackDuck-ComponentVersion: bbed7098-3b38-49e7-8e27-9ab391c059e0, BlackDuck-ComponentOrigin: fb215ec3-2e7c-4460-aee3-eef607f30e8f"
Apache Commons IO,2.11.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 96dc9f7b-73e3-4dc2-b0bb-b6bba56b535d, BlackDuck-ComponentVersion: bd1a905a-69e8-4184-84f7-8288ed4bc72c, BlackDuck-ComponentOrigin: de898810-5403-4b4e-80b5-f01c8fc1a1dd"
Apache Commons Parent,52,library,Apache-2.0,Organization: opensuse,"BlackDuck-Component: 72119a22-5f16-45e6-8b1f-1fb9177c44ad, BlackDuck-ComponentVersion: 9d2026a8-5a33-4c15-8653-87cd1be988c2, BlackDuck-ComponentOrigin: fb1d5307-b217-4282-8545-9328a67d6913"
Apache Log4j,1.2.17,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 7460c937-f013-4c3a-bdf3-ace04cfd0304, BlackDuck-ComponentVersion: 7c1fd1c3-49e5-45ee-a11c-663972de4b4e, BlackDuck-ComponentOrigin: 15440247-b0f0-45f7-9a1d-620f41e20e09"
Apache Log4j,2.19.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 7460c937-f013-4c3a-bdf3-ace04cfd0304, BlackDuck-ComponentVersion: 718a0ee5-82b4-420a-bf96-187eff7a298e, BlackDuck-ComponentOrigin: 2e2daf22-34fc-4d88-9808-4dbc6e83948a"
Apache Log4j 2 BOM,2.19.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: a4e43f25-c5d3-4761-ab41-df24f87c63bc, BlackDuck-ComponentVersion: d726ba71-7aea-4137-bcb8-bf96d24028e2, BlackDuck-ComponentOrigin: 51a3d733-438b-4b89-bba4-d5362bf89e6b"
Apache Log4J API,2.19.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 44d8c92a-f682-4904-b571-c83f83ae1a91, BlackDuck-ComponentVersion: 30666ee3-c66f-4d75-950a-fc690f7de61d, BlackDuck-ComponentOrigin: 1cffc68e-af4e-4392-a2eb-2f8e4adf28e3"
Apache Log4J API,2.6.2,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 44d8c92a-f682-4904-b571-c83f83ae1a91, BlackDuck-ComponentVersion: 44910dd6-7256-4603-a917-7f0c840d33f0, BlackDuck-ComponentOrigin: 96484265-51bb-454f-9e2f-c0797d372e0d"
apache-logging-parent,5,library,Apache-2.0,Organization: opensuse,"BlackDuck-Component: d92569ea-7d80-4360-a83c-44ab26783d78, BlackDuck-ComponentVersion: 7573be8b-7ef5-45f7-a2d8-42138f50848c, BlackDuck-ComponentOrigin: d8d6755d-8b44-42cb-95d2-15d2357ea80f"
ASM,9.2,library,BSD-3-Clause,Organization: maven,"BlackDuck-Component: a5ce5718-168c-4a89-976c-245a004c4397, BlackDuck-ComponentVersion: d2d81286-77da-4422-abad-59b0958bf238, BlackDuck-ComponentOrigin: 2f09fd46-8a4e-4b0a-8223-7774f9e98946"
asm-analysis,9.2,library,BSD-3-Clause,Organization: maven,"BlackDuck-Component: 7bd332eb-972e-491b-ab9e-02837a4e23e1, BlackDuck-ComponentVersion: 7c8e5a02-64a5-48e9-9e35-3bfcdd2c78b8, BlackDuck-ComponentOrigin: 563d6c34-4c91-4d60-98e7-f3350c9e0792"
ASM Commons,9.2,library,BSD-3-Clause,Organization: maven,"BlackDuck-Component: 755247aa-5fb2-4ff7-958c-d0bb99e548e8, BlackDuck-ComponentVersion: b306cf43-10d3-40d4-9e88-b805e4f4da99, BlackDuck-ComponentOrigin: 5bb79aaa-aa47-4fa2-917f-f4386dc29757"
ASM Tree,9.2,library,BSD-3-Clause,Organization: maven,"BlackDuck-Component: 3569f00e-c2ff-4c25-ad6e-013073a37e6a, BlackDuck-ComponentVersion: ae7562ab-c594-4258-82d8-abdf3c8bb198, BlackDuck-ComponentOrigin: 013d3182-af9a-4ca1-b062-46e2445c5af9"
AssertJ fluent assertions,3.10.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 8b740539-0f6e-42f3-8280-eba7364e4f9e, BlackDuck-ComponentVersion: bcbda1b6-e956-4b58-82f5-4daab224e453, BlackDuck-ComponentOrigin: 6f094053-3406-4b71-b863-d0bbe2d5b9ae"
async-channel,1.6.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 7e8363cb-bc1b-4b9b-9e91-bc466bd0497d, BlackDuck-ComponentVersion: 2262e31a-61bb-4628-b5d3-a72c712614c0, BlackDuck-ComponentOrigin: 79197c97-6f6b-4ec5-b03f-543c6e8eede3"
async_io_stream,0.3.3,library,Unlicense,Organization: crates,"BlackDuck-Component: 2f6f913d-388c-45a9-bec1-0f5aa192389d, BlackDuck-ComponentVersion: a7963887-d074-4109-8662-be56a0052d8a, BlackDuck-ComponentOrigin: cd4188bb-e870-48bf-9d64-adb62ac58b5a"
async-stream,0.3.3,library,MIT,Organization: crates,"BlackDuck-Component: 623a3e3e-c682-44f6-876c-b41aa68896fd, BlackDuck-ComponentVersion: cded19f5-8a2a-458e-844b-fbed59d1fedc, BlackDuck-ComponentOrigin: 66827c79-e0c3-4a8d-af5c-71584b5da7bb"
async-stream-impl,0.3.3,library,MIT,Organization: crates,"BlackDuck-Component: abb8f824-6088-4586-bee1-be2a314a446f, BlackDuck-ComponentVersion: 383b77a3-ffc7-4cb1-8da1-99beeb85cdd6, BlackDuck-ComponentOrigin: c62f22d1-0d1e-42b1-bcb9-d17d9a138b13"
async-tungstenite,0.16.1,library,MIT,Organization: crates,"BlackDuck-Component: 7550cdfe-06ed-423b-be17-d40a51a953a5, BlackDuck-ComponentVersion: c7f61581-e4a3-46f7-84ee-c759f7d6d76b, BlackDuck-ComponentOrigin: e7cec558-7488-43b7-b5c8-d2813ff0d06a"
Avalon Framework,4.1.5,library,Apache-1.1,Organization: maven,"BlackDuck-Component: 1b732dd5-e5dd-4fd4-8491-68c1ec0d2e26, BlackDuck-ComponentVersion: 4fe9c459-99f8-46af-9dfd-b5a2151bd1c3, BlackDuck-ComponentOrigin: 51061516-6259-420d-9729-792016288cf6"
base-x,0.2.8,library,MIT,Organization: crates,"BlackDuck-Component: bf65773e-178c-4aa9-bdc1-aaaeb3e5808e, BlackDuck-ComponentVersion: 41ace2e1-38b0-44fb-b559-235752fee1e3, BlackDuck-ComponentOrigin: 42e7ea24-2a1d-40cf-bd31-57ac89f2495f"
beanvalidation-api,Unknown,library,Apache-2.0,"",BlackDuck-Component: 7cd5265c-4925-4b4c-a539-fbc89713c9cb
bit-vec,0.6.3,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 2f9688ce-62b9-40b8-b9bd-48bc7587a92c, BlackDuck-ComponentVersion: 7a0527da-f313-442d-85a5-562470a3f0b3, BlackDuck-ComponentOrigin: 794a8481-77e0-4c3b-9195-a388217a1895"
blockhound,1.0.2.RELEASE,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 29d89522-6257-407f-93ba-7a18ec3eb7f8, BlackDuck-ComponentVersion: 7ed0f7f5-44c8-4a0e-86f0-238b6fbeadad, BlackDuck-ComponentOrigin: dc8a65bb-1712-4dde-b3d3-dd64940013dc"
bluss/either,1.6.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 0ac1be41-fc7e-4975-8acf-e4c6d935db14, BlackDuck-ComponentVersion: 300c9077-21d2-4530-9c9c-be1a4409de1d, BlackDuck-ComponentOrigin: bd03e3f9-0a29-417c-be01-e46896456b37"
bluss/indexmap,1.9.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: ee6386d6-a636-4aaf-a82a-ba25fbce33cb, BlackDuck-ComponentVersion: 5c0208ed-c037-41d0-a59c-82216c9b806a, BlackDuck-ComponentOrigin: ff82b17f-af1f-4492-b81b-edc025852463"
bluss/scopeguard,1.1.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: cf9b6d0d-edee-481a-aa51-ca6721d6dc33, BlackDuck-ComponentVersion: 5a85a722-3e19-421a-8477-71e5278136a0, BlackDuck-ComponentOrigin: ec27a316-2ff4-4dd7-b3a2-097a99e83370"
Bootstrap (Twitter),v2.0.4,library,Apache-2.0,Organization: github,"BlackDuck-Component: 677efaf5-5bad-4f93-904b-dc4b69af9199, BlackDuck-ComponentVersion: cdf79bc8-8594-41fa-ae80-f51e892bb4e2, BlackDuck-ComponentOrigin: 81bcc1ee-7dfd-4d1c-9ccf-ad14bd34431d"
"Bouncy Castle PKIX, CMS, EAC, TSP, PKCS, OCSP, CMP, and CRMF APIs",1.54,library,MIT,Organization: maven,"BlackDuck-Component: cfa19008-29dd-4e1d-b4e3-a7a1ad9855a2, BlackDuck-ComponentVersion: 9ffe9579-df8b-4d61-974f-1fb85d9b36a6, BlackDuck-ComponentOrigin: f5e41eef-356d-4c56-b960-41a019092baa"
"Bouncy Castle PKIX, CMS, EAC, TSP, PKCS, OCSP, CMP, and CRMF APIs",1.71,library,MIT,Organization: maven,"BlackDuck-Component: cfa19008-29dd-4e1d-b4e3-a7a1ad9855a2, BlackDuck-ComponentVersion: dd0043ea-ce5c-43e7-a1ea-5fe2e0823037, BlackDuck-ComponentOrigin: 7a5b730d-b621-42a7-b1b7-4429210b48e1"
briansmith/ring,0.16.20,library,"ISC, SSLeay-standalone, None",Organization: crates,"BlackDuck-Component: 4f6bd503-912b-424f-b62a-929385cb84cb, BlackDuck-ComponentVersion: f214c524-395a-463a-9736-30efbcffc849, BlackDuck-ComponentOrigin: 35d7d920-e2fd-4713-8add-2f8dbcd530f2"
briansmith/untrusted,0.7.1,library,ISC,Organization: crates,"BlackDuck-Component: fd1c1620-4aed-4e0c-a6e7-407dd084cede, BlackDuck-ComponentVersion: f102ad9e-725c-428e-af80-d5fa06fb3257, BlackDuck-ComponentOrigin: 60bfd460-b097-4ad0-838f-8a4d0eb62eee"
briansmith/webpki,0.22.0,library,ISC,Organization: crates,"BlackDuck-Component: 7fada169-bbca-4015-872e-8e0ba1e75584, BlackDuck-ComponentVersion: e1f5815b-ae26-461d-8b77-92545eb8a740, BlackDuck-ComponentOrigin: 52d5c452-6004-4752-aea4-d6926d5391e7"
BurntSushi/bstr,0.2.17,library,"Apache-2.0, MIT",Organization: github,"BlackDuck-Component: 71861747-d4a6-4a5c-9c89-124fa8e07474, BlackDuck-ComponentVersion: 83ae939f-336d-4709-be6a-816d1f7a3c63, BlackDuck-ComponentOrigin: 69465c55-bed4-478c-9d23-94802ef99733"
BurntSushi/byteorder,1.4.3,library,MIT,Organization: crates,"BlackDuck-Component: eda5f3a4-10cb-452c-b16f-08b8159dac8c, BlackDuck-ComponentVersion: 15d5ee3e-8cc5-4f57-b37f-7b1505a2a7e6, BlackDuck-ComponentOrigin: de9e312f-1aaf-4a88-ac64-5401cb0d8c25"
BurntSushi/rust-csv,0.1.10,library,"Unlicense, MIT",Organization: crates,"BlackDuck-Component: 341b30c7-7eab-4835-8f07-fadc6c443433, BlackDuck-ComponentVersion: 3d197ee7-9dd2-4ffd-ac1b-5cd91d19272b, BlackDuck-ComponentOrigin: 46dd10d1-974d-40e3-bf4c-df6b55969ddf"
BurntSushi/rust-csv,1.1.6,library,MIT,Organization: crates,"BlackDuck-Component: 341b30c7-7eab-4835-8f07-fadc6c443433, BlackDuck-ComponentVersion: 115fd1ed-756e-479d-a1c1-efa0be4b46c7, BlackDuck-ComponentOrigin: 672d09bb-0af2-4fc7-aba2-9165c9e7c613"
BurntSushi/termcolor,1.1.2,library,"Unlicense, MIT",Organization: crates,"BlackDuck-Component: 62d6d96a-1173-43fd-96dc-08ce9e4fe633, BlackDuck-ComponentVersion: 46188e34-27e3-4b87-be3e-f7607b2da117, BlackDuck-ComponentOrigin: e27207e2-a6ed-4215-ab65-d04cfc973381"
Byte Buddy,1.13.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 3a880f58-5441-4faf-bad8-01e7648149d4, BlackDuck-ComponentVersion: a53a338a-82cc-4d3f-9b6d-98565f80d07b, BlackDuck-ComponentOrigin: 82601825-0d3d-4717-9cc7-3584168c9517"
Byte Buddy,1.8.5,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 3a880f58-5441-4faf-bad8-01e7648149d4, BlackDuck-ComponentVersion: 2c644c79-4fbd-4efe-b05b-fc7bf5be9e44, BlackDuck-ComponentOrigin: 63af54ff-49eb-4074-80e6-62560f2b17ad"
byte-buddy-agent,1.13.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 125e09c8-2626-480e-b0e4-242af93dbd5e, BlackDuck-ComponentVersion: 78d74a77-2d53-48bd-a5f6-4dd7cfd776fb, BlackDuck-ComponentOrigin: 553144a3-49da-4b7a-95d4-1eaac0ccfe0d"
byte-buddy-agent,1.8.5,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 125e09c8-2626-480e-b0e4-242af93dbd5e, BlackDuck-ComponentVersion: 78ddf9ee-648d-4931-94dc-5595afe5df3c, BlackDuck-ComponentOrigin: ecc389ec-d99e-4817-b84d-469fe5d507d1"
bytesize,1.1.0,library,Apache-2.0,Organization: crates,"BlackDuck-Component: bebdcc92-fcca-437c-8590-a8ff865fdca5, BlackDuck-ComponentVersion: 52aefdde-abcd-42b8-8a11-5df1f864693b, BlackDuck-ComponentOrigin: 9e0d5dd2-fdb2-40a6-b3e4-0b98580682ca"
Bzip2,1.0.6,library,None,"","BlackDuck-Component: 102488a4-212e-4ab3-8fc6-338f3f5b120e, BlackDuck-ComponentVersion: 697135c3-0794-4042-9f60-ee44a3c6c036"
cache-padded,1.2.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: d49c99e4-6400-4dbb-9d44-c5b3aa2595c1, BlackDuck-ComponentVersion: f0668a0f-ecb2-4666-8d44-ee3fc1b1d419, BlackDuck-ComponentOrigin: 29422ead-6347-42a9-a3bc-74e6194ceb16"
caps,0.5.5,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: e3188a23-40e0-4d78-97be-f49456e5b716, BlackDuck-ComponentVersion: d07e1c93-cfa3-479a-b469-06cd2fa46883, BlackDuck-ComponentOrigin: a1b1eefa-a245-4d66-9f76-8d72d5506773"
cassowary,0.3.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: ee868768-1b8a-46c6-b4b5-4f040ce2ffd0, BlackDuck-ComponentVersion: 1947654e-ba35-4e98-8477-02f05aff86ce, BlackDuck-ComponentOrigin: 9f84a880-bc69-4b58-9532-92b3a883ada4"
Catch2,2.13.9,library,BSL-1.0,Organization: github,"BlackDuck-Component: 9772eeb8-535e-4cb0-9956-a00700ceb0f5, BlackDuck-ComponentVersion: f030bed0-6008-43f9-8842-3d6b5e008f19, BlackDuck-ComponentOrigin: 6892e9c5-757c-4ab9-95f4-a967eed16bb8"
cexpr,0.6.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: d1814633-22c1-4088-bceb-b7687c2a3db4, BlackDuck-ComponentVersion: f36e45c3-7c8f-440d-8182-acf7510bef83, BlackDuck-ComponentOrigin: 1a752628-e602-43ba-b2e6-8c0ad4259209"
cgroups-rs,0.2.11,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 4a9de196-8aa4-425b-b485-79861f6abe10, BlackDuck-ComponentVersion: 77fc1647-8a01-4381-b489-f80bd949d7b2, BlackDuck-ComponentOrigin: 044d5374-d354-44e3-bb16-2729b7b7eb02"
chronotope/chrono,0.4.22,library,MIT,Organization: crates,"BlackDuck-Component: 49a24321-935f-4185-a548-f4742204f8e5, BlackDuck-ComponentVersion: 829c3574-5b35-467f-9db9-f094d03dbc63, BlackDuck-ComponentOrigin: c17c17cd-4a6e-44b2-9b40-a6c23004b610"
codespan,0.11.1,library,Apache-2.0,Organization: crates,"BlackDuck-Component: 88458a0a-867f-4ad1-94f5-262194a93f95, BlackDuck-ComponentVersion: 821e2b1a-42fe-404a-b40d-2b80b5da829a, BlackDuck-ComponentOrigin: c0dcf016-7134-4a66-9c11-e7e88d64c41d"
com.github.johnrengelman.shadow.gradle.plugin,7.1.2,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 4ffa5c8b-851a-4297-bdfb-3bb661a68629, BlackDuck-ComponentVersion: 6c6a19f1-f7c8-44b9-92be-85d2a7df871d, BlackDuck-ComponentOrigin: e9c49680-e9b9-4391-bdc4-a7afc76053b8"
[com.guardsquare] base,7.3.1,library,GPL-2.0-or-later,Organization: maven,"BlackDuck-Component: c5168e90-5c42-4593-9e01-a8b3298ce8fc, BlackDuck-ComponentVersion: 80c0828b-5cf8-42b9-bbc2-2195dd3bf21d, BlackDuck-ComponentOrigin: bb84a057-939e-4523-a0d8-695127013539"
[com.guardsquare] proguard-core,9.0.7,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 3040e4cf-9868-4772-b01e-ded976a56c61, BlackDuck-ComponentVersion: 3510ac4c-7c85-4106-ad99-325766ee805a, BlackDuck-ComponentOrigin: 096e4b01-2e6f-47c3-b0ca-98acd2957828"
com.guardsquare:proguard-gradle,7.3.1,library,GPL-2.0-or-later,Organization: maven,"BlackDuck-Component: a3a38b14-f1be-4e7a-99b8-22f8ad31a19a, BlackDuck-ComponentVersion: c90cad6c-dafd-4265-89ac-fb5d94bc75c5, BlackDuck-ComponentOrigin: 1a780597-23ee-414c-a8bd-fda6d19289da"
concurrent-queue,1.2.2,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 02f80473-6e16-4477-b072-473e92dad5da, BlackDuck-ComponentVersion: 19890a73-fbd9-41b5-8fe5-235115f3cab1, BlackDuck-ComponentOrigin: 8cc0482b-ce6f-4758-9435-6afde3c548ee"
contain-rs/bit-set,0.5.2,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 8e2c3112-edc0-4b40-abff-4f34dcb0a279, BlackDuck-ComponentVersion: 5b07643a-a7cc-4580-9172-ee817f803e83, BlackDuck-ComponentOrigin: 734314c4-6112-4952-a76b-baa06326d44a"
CoreFoundation-sys,0.1.4,library,MIT,Organization: crates,"BlackDuck-Component: e9d3bedf-774c-4372-aea6-3690805578b7, BlackDuck-ComponentVersion: 225e3c35-1cd2-4f80-bb8b-9f794f0d1f0d, BlackDuck-ComponentOrigin: 74664654-f2a4-4656-90ac-8db7e061af43"
crossterm,0.25.0,library,MIT,Organization: crates,"BlackDuck-Component: f22723e4-b06e-4cc7-aad1-916a20f415ff, BlackDuck-ComponentVersion: 16c32be4-8ac2-4054-8677-c6625763d49d, BlackDuck-ComponentOrigin: 0dc1a840-3233-4873-bd78-0597b6369302"
crossterm_winapi,0.9.0,library,MIT,Organization: crates,"BlackDuck-Component: 5a2df337-ee4a-4c4c-bdbc-6b34b307e192, BlackDuck-ComponentVersion: fa3db1ff-343f-4e02-881d-864da5f9c905, BlackDuck-ComponentOrigin: 00c65768-7ba7-4889-add2-ffcaef0088e2"
ctz/sct.rs,0.7.0,library,"Apache-2.0, ISC, MIT",Organization: crates,"BlackDuck-Component: c5a50a49-ff62-4096-a70e-b2cc403a2ea9, BlackDuck-ComponentVersion: 0684bc3c-e0a0-456e-a6de-837f9c6da370, BlackDuck-ComponentOrigin: a0aeec87-61c0-4d8e-ba2b-d871b45d38f5"
curl,7.58.0,library,curl,"","BlackDuck-Component: 5495fd92-f4e5-4099-aa40-bd0f22b2f602, BlackDuck-ComponentVersion: 00b355d7-5806-4125-aa5c-0456d040c593"
dalek-cryptography/curve25519-dalek,3.2.0,library,BSD-3-Clause,Organization: crates,"BlackDuck-Component: 2363e4e2-ed03-4ff9-904e-f8e208895bfb, BlackDuck-ComponentVersion: c1e01dab-15f6-4fed-bcca-192891028a1d, BlackDuck-ComponentOrigin: 2a431bdd-538b-4c16-8b34-614e6b2e94ac"
dalek-cryptography/ed25519-dalek,1.0.1,library,BSD-3-Clause,Organization: crates,"BlackDuck-Component: 8c812843-91a2-48a5-b1ff-50e6cefbe1e6, BlackDuck-ComponentVersion: 955345c7-bcf8-4484-a45e-5f7a5ffdc3dc, BlackDuck-ComponentOrigin: 916839b0-1a6d-4ad3-ae1f-c1e728c48285"
devicemapper,0.32.2,library,MPL-2.0,Organization: crates,"BlackDuck-Component: a52b711e-8b95-4fff-912c-d26844bc7a8c, BlackDuck-ComponentVersion: 0b09ad3f-6753-43d0-b60f-8639b81af958, BlackDuck-ComponentOrigin: 0ce7832c-9216-48b4-8ac9-cdcfcba1d4ae"
devicemapper-sys,0.1.3,library,MPL-2.0,Organization: crates,"BlackDuck-Component: 3fa586c0-2f9b-4695-acca-65aa0ad323aa, BlackDuck-ComponentVersion: 8c450510-9cf0-4e04-a1de-91d413c896c5, BlackDuck-ComponentOrigin: 8a5f40f3-ccc9-43e6-b544-831e0076ae47"
dhcpcd,6.8.2,library,BSD-2-Clause,Organization: github,"BlackDuck-Component: 01a72eaf-fa3e-4282-ac40-22515fc47016, BlackDuck-ComponentVersion: 8dd1a05b-9530-48e3-a6a9-82a6d0aa7f5e, BlackDuck-ComponentOrigin: 5f28cee0-f465-4767-a1d7-90f0d27ea009"
digest,0.10.5,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 94817874-5426-4878-81cb-4926428dfa7b, BlackDuck-ComponentVersion: 13e29da1-0f42-4288-9f40-c9ca1482f69d, BlackDuck-ComponentOrigin: 75915f33-8424-496b-8ee5-44c8d33558b9"
digest,0.9.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 94817874-5426-4878-81cb-4926428dfa7b, BlackDuck-ComponentVersion: c8688c24-448e-401b-9b20-d2a4801a70ab, BlackDuck-ComponentOrigin: bbff7558-dbfd-4507-b343-d0a223cf878c"
discard,1.0.4,library,MIT,Organization: crates,"BlackDuck-Component: bc0d2f6e-a8c4-42c1-a276-2604d1e2d973, BlackDuck-ComponentVersion: c24678a9-99e6-4582-bc41-63722a6fc2c0, BlackDuck-ComponentOrigin: 162f1dff-1107-413c-9647-5f0091758c2e"
dlt-viewer,2.18.0,library,MPL-2.0,"","BlackDuck-Component: 2766fb27-2fa6-4e7c-b80c-43f5aaf6d5e1, BlackDuck-ComponentVersion: 7188b33c-dd7c-44e7-88dd-ea82d05ef9c2"
Doclava,1.0.5,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 6f03e7b3-624b-4a6e-8c38-a7122689aa1c, BlackDuck-ComponentVersion: 2f77eccb-0a4c-4363-9fb7-f4719856d73c, BlackDuck-ComponentOrigin: 13c1efe1-20b5-4164-9436-c58d484f830f"
dtc,1.4.4,library,GPL-2.0-or-later,"","BlackDuck-Component: 63ea3496-55ce-4caa-b726-c0e54f25654c, BlackDuck-ComponentVersion: b4ac0772-7bc5-4b4c-82f4-72594d03909c"
dtolnay/serde-yaml,0.9.14,library,Apache-2.0,Organization: crates,"BlackDuck-Component: e0f54da3-3a1c-4c00-8851-8303f3c163c7, BlackDuck-ComponentVersion: 51a34825-4437-4d4e-aa01-ea28782110a9, BlackDuck-ComponentOrigin: cee1c01c-8b73-4eaa-8f4f-c41bb5aece7a"
e2fsprogs,1.43.3,library,GPL-2.0-or-later,"","BlackDuck-Component: 7dbf93b0-e3a6-47ce-a202-b88f3da13e6d, BlackDuck-ComponentVersion: 718a0410-7797-4bc6-956e-f840aca3185a"
ed25519,1.5.2,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 01d53d74-e576-46a5-911b-b4d0241d767b, BlackDuck-ComponentVersion: 9b668661-6409-4f85-aebd-bb9bc3ad5426, BlackDuck-ComponentOrigin: bceeff20-99ea-4b23-9cb4-81f6fb2ea7ce"
ego-tree,0.6.2,library,ISC,Organization: crates,"BlackDuck-Component: b2572a51-abd0-4e45-9265-89c1456d59c3, BlackDuck-ComponentVersion: 1678c3e6-5d9c-4664-b133-cea03dabebfe, BlackDuck-ComponentOrigin: a69f2a0b-2d5f-4818-ab77-517c84ac4268"
env_logger,0.9.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 0ecf170b-3596-4df4-a8b2-daad472949f2, BlackDuck-ComponentVersion: 27ff18ae-8974-4680-9baf-b2ff4e4f398e, BlackDuck-ComponentOrigin: f35a8c3e-0cc2-4443-b5d6-141c1961a7bb"
errno,0.2.8,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 676647bb-1a06-4ff9-bda7-d4dc4c8ef4bc, BlackDuck-ComponentVersion: 9b068c94-b35d-404f-98d8-cfeb2f976c51, BlackDuck-ComponentOrigin: 928357e4-cf3e-4ecf-b063-ec376eb73fa3"
errno-dragonfly,0.1.2,library,MIT,Organization: crates,"BlackDuck-Component: 941ce22d-2f7e-4345-a893-da70375d9fae, BlackDuck-ComponentVersion: 707f5d42-3502-4bb1-9be1-9b2c463538c5, BlackDuck-ComponentOrigin: e043a68e-109c-41aa-b6e8-dd1b13ee09b2"
